1	a	Präposition	A1
2	abitare	Verb	A1
3	aceto	Substantiv	A1
4	acqua	Substantiv	A1
5	adesso	Adverb	A1
6	aereo	Substantiv	A1
7	aeroplano	Substantiv	A1
8	aeroporto	Substantiv	A1
9	affetto	Substantiv	A1
10	agenzia	Substantiv	A1
11	agosto	Substantiv	A1
12	aiuto	Interjektion	A1
13	albergo	Substantiv	A1
14	albero	Substantiv	A1
15	alfabeto	Substantiv	A1
16	alto	Adjektiv	A1
17	amare	Verb	A1
18	ambasciata	Substantiv	A1
19	amica	Substantiv	A1
20	amico	Substantiv	A1
21	amore	Substantiv	A1
22	anche	Konjunktion	A1
23	andare	Verb	A1
24	animale	Substantiv	A1
25	anno	Substantiv	A1
26	appartamento	Substantiv	A1
27	appuntamento	Substantiv	A1
28	aprile	Substantiv	A1
29	aprire	Verb	A1
30	arrivare	Verb	A1
31	arrivederci	Interjektion	A1
32	arte	Substantiv	A1
33	ascoltare	Verb	A1
34	aspettare	Verb	A1
35	attento	Adjektiv	A1
36	attenzione	Substantiv	A1
37	augurio	Substantiv	A1
38	autobus	Substantiv	A1
39	autunno	Substantiv	A1
40	avanti	Adverb	A1
41	avere	Verb	A1
42	bacio	Substantiv	A1
43	bagno	Substantiv	A1
44	ballare	Verb	A1
45	bambina	Substantiv	A1
46	bambino	Substantiv	A1
47	banca	Substantiv	A1
48	bar	Substantiv	A1
49	bello	Adjektiv	A1
50	bene	Adverb	A1
51	bere	Verb	A1
52	bianco	Adjektiv	A1
53	bicchiere	Substantiv	A1
54	bici	Substantiv	A1
55	bicicletta	Substantiv	A1
56	biglietto	Substantiv	A1
57	biondo	Adjektiv	A1
58	birra	Substantiv	A1
59	blu	Adjektiv	A1
60	borsa	Substantiv	A1
61	bottiglia	Substantiv	A1
62	bravo	Adjektiv	A1
63	bravo	Interjektion	A1
64	buonanotte	Interjektion	A1
65	buonasera	Interjektion	A1
66	buongiorno	Interjektion	A1
67	buono	Adjektiv	A1
68	busta	Substantiv	A1
69	caffè	Substantiv	A1
70	caldo	Adjektiv	A1
71	calza	Substantiv	A1
72	cambiare	Verb	A1
73	camera	Substantiv	A1
74	cameriera	Substantiv	A1
75	cameriere	Substantiv	A1
